"","domainname","nbHostname","nbIP","totalScanNb","nbDayHnScanned","loginBannerNb","rejectScanNb","warningBannerNb","sysInfoBannerNb","sshPortNb","noSecurityNoSysinfoNB","SecurityNoSysinfoNB"
"1529","teleport39.ru",1,1,1,1,1,0,0,1,0,0,0
"1530","teleweb.network",1,1,115,1,1,0,0,1,0,0,0
"1531","telfort.nl",381,382,11771,0.983943590179254,0,0,0,0,0,0,0
"1532","telfortglasvezel.nl",136,136,10671,1,0,0,0,0,0,0,0
"1533","telia.net",8,8,475,1,0,0,0,0,0,0,0
"1534","telpatelecom.nl",21,21,3430,1,0.881924198250729,0,0,0,0,0,1
"1535","telserv.nl",3,3,610,1,0,0,0,0,0,1,0
"1536","ten-hove.nl",1,1,19,1,1,0,0,0,0,0,1
"1537","tenheggeler.nl",1,1,183,1,0.868852459016393,0.131147540983607,0,0,0,0,1
"1538","tenhove-pallets.nl",1,1,205,1,0.795121951219512,0.204878048780488,0,0,0,0,1
"1539","termaten.nl",1,1,143,1,1,0,0,0,0,0,1
"1540","terrastab.nl",1,1,154,1,0.837662337662338,0.162337662337662,0,0,0,0,1
"1541","terremark.com",2,2,139,1,1,0,0,0,0,0,1
"1542","tesleg.ru",1,1,174,1,0.0229885057471264,0,0,1,0,0,0
"1543","thelaeva.com",1,1,16,1,0,0,0,0,0,1,0
"1544","thenetworkfactory.nl",134,134,16846,1,0,0,0,0,0,0,0
"1545","thereca.nl",1,1,190,1,0.978947368421053,0,0,0,0,0.0210526315789474,0.978947368421053
"1546","thermotraffic.com",1,1,3,1,1,0,0,0,0,0,1
"1547","thetube.ch",1,1,204,1,0,0,0,1,0,0,0
"1548","thoonen.eu",1,1,179,1,0.921787709497207,0.0782122905027933,0,0,0,0,1
"1549","thuisinamsterdam.com",1,1,73,1,0.767123287671233,0.232876712328767,0,0,0,0,1
"1550","thunder.com",1,1,1,1,0,0,0,0,0,1,0
"1551","tiberiusvastgoed.com",1,1,26,1,1,0,0,1,0,0,0
"1552","tiedweek.us",1,1,9,1,0.666666666666667,0,0,0,0,0.333333333333333,0.666666666666667
"1553","tiez.net",1,1,73,1,0.972602739726027,0,0,1,0,0,0
"1554","tifavliet.nl",1,1,199,1,0.909547738693467,0.0904522613065327,0,0,0,0,1
"1555","tilaa.cloud",3,3,79,1,0,0,0,0,0,0,0
"1556","tilon.nl",1,1,179,1,0.877094972067039,0.122905027932961,0,0,0,0,1
"1557","tim-online.nl",2,2,221,1,0,0,0,0,0,1,0
"1558","tinconnect.nl",1,1,204,1,0,1,0,0,0,0,1
"1559","tinkiteasy.com",1,1,99,1,1,0,0,0,0,0,1
"1560","tinyurl.com",1,1,203,1,0,1,0,1,0,0,0
"1561","tiptel.nl",1,1,83,1,1,0,1,0,0,0,1
"1562","tmd.cloud",5,5,8,1,0,0,0,0,0,0,0
"1563","tmdcloud.eu",1,2,2,1,0,0,1,1,0,0,0
"1564","tmdhosting107.eu",1,5,7,1,0,0,0.857142857142857,1,0,0,0
"1565","tni.org",1,1,187,1,0,0,0,1,1,0,0
"1566","tno.nl",1,1,1,1,0,0,0,1,1,0,0
"1567","toned.nl",1,1,33,1,0,1,0,0,0,0,1
"1568","toolsforresearch.com",1,1,185,1,0,0,0,1,1,0,0
"1569","topjoynt.nl",1,1,62,1,0.838709677419355,0.161290322580645,0,0,0,0,1
"1570","topplatform.nl",1,1,60,1,0.933333333333333,0,0,0,0,0.0666666666666667,0.933333333333333
"1571","topsupportdakwerken.nl",1,1,147,1,1,0,0,0,0,0,1
"1572","totab.nl",1,1,49,1,1,0,1,0,0,0,1
"1573","totalin.com",1,1,55,1,1,0,0,0,0,0,1
"1574","totalin.net",1,4,820,0.271951219512195,0,0,0,0,0,1,0
"1575","totallyhosted.nl",14,14,1910,1,0,0,0,0,0,0,0
"1576","totalpackaging.nl",1,1,192,1,0.578125,0.421875,0,0,0,0,1
"1577","totaluptime.net",1,1,1,1,1,0,0,0,0,0,1
"1578","tpc-nederland.nl",1,1,209,1,0.995215311004785,0.00478468899521531,0,0,0,0,1
"1579","traction-it.net",1,1,201,1,0.119402985074627,0.880597014925373,0,0,0,0,1
"1580","tracy.nu",1,1,202,1,0,0,0,0,0,1,0
"1581","tradelab.fr",1,1,205,1,0.995121951219512,0,0,0,0,0.0048780487804878,0.995121951219512
"1582","traiddns.net",1,2,407,0.528255528255528,0,0,0,0,0,1,0
"1583","transip.net",46,50,6235,0.963913392141139,0,0,0,0,0,0,0
"1584","transip.nl",2,2,69,1,0,0,0,0,0,0,0
"1585","transportbrug.nl",1,1,102,1,0.843137254901961,0.156862745098039,0,0,0,0,1
"1586","trendmedia.nl",1,1,70,1,0.942857142857143,0.0571428571428571,0,0,0,0,1
"1587","tresis.nl",1,1,201,1,1,0,1,0,0,0,1
"1588","tribion.com",6,6,244,1,0,0,0,0,0,0,1
"1589","trido.nl",3,3,609,1,0.896551724137931,0.103448275862069,0,0,0,0,1
"1590","trined.nl",16,20,2427,0.780387309435517,0,0,0,0,0,0,0
"1591","trinfinitycorp.com",1,1,1,1,0,0,0,1,0,0,0
"1592","triple-t-services.nl",1,1,1,1,1,0,0,0,0,0,1
"1593","tripleaudio.nl",1,1,19,1,1,0,0,1,0,0,0
"1594","triplon.net",2,2,303,1,0.877887788778878,0.122112211221122,0,0,0,0,1
"1595","tritium.nl",1,1,207,1,1,0,0,1,0,0,0
"1596","true.nl",2,3,459,0.607843137254902,0.570806100217865,0,0,0,0,0,0
"1597","truecommunications.nl",1,1,210,1,0.90952380952381,0.0904761904761905,0,0,0,0,1
"1598","truesenders.net",1,1,9,1,0.555555555555556,0.444444444444444,0,0,0,0,1
"1599","tsoh.be",1,1,165,1,0,0,0,0,0,1,0
"1600","tudelft.net",825,825,8124,1,0,0,0,0,0,0,0
"1601","tudelft.nl",2320,2772,36538,0.990393562866057,0,0,0,0,0,0,0
"1602","tuindeco.nl",1,1,167,1,0.838323353293413,0.161676646706587,0,0,0,0,1
"1603","tumill.nl",1,1,200,1,0.905,0.095,0,0,0,0,1
"1604","tvds.net",5,5,40,1,0,0,0,1,0,0,0
"1605","tweak.nl",1,2,322,0.524844720496894,1,0,0,0,0,0,1
"1606","twintech.eu",1,1,113,1,1,0,0,1,0,0,0
"1607","twsnetworks.com",1,2,334,0.643712574850299,0.511976047904192,0.11377245508982,0.374251497005988,0,0,0.0029940119760479,0.997005988023952
"1608","u-diagnostics.com",1,1,76,1,1,0,0,1,0,0,0
"1609","ua-hosting.company",2,2,409,1,0,0,0,0,0,0,0
"1610","uaservers.net",1,1,206,1,0,0,0,1,1,0,0
"1611","ucr.nl",8,8,1193,1,1,0,0,0,0,0,0
"1612","uhost.nl",1,1,202,1,0,0,0,0,0,1,0
"1613","uithangbordjes.nl",1,1,2,1,0.5,0,0,1,0,0,0
"1614","ujala.nl",1,2,168,1,0.988095238095238,0,0,0,0,0.0119047619047619,0.988095238095238
"1615","unameit.nl",1,1,207,1,0,0,0,0,0,1,0
"1616","unamic.com",1,1,208,1,0.899038461538462,0.100961538461538,0,0,0,0,1
"1617","unassigned",1,3,396,0.532828282828283,1,0,0,0.128787878787879,0,0,0.871212121212121
"1618","unet.nl",124,124,17276,1,0,0,0,0,0,0,0
"1619","unidis.nl",1,1,11,1,1,0,0,1,0,0,0
"1620","unilogicnetworks.net",1,1,185,1,1,0,0,1,0,0,0
"1621","uniserver.nl",2,2,267,1,0,0,0,0,0,0,0
"1622","unitedmembers.net",1,3,98,1,0.86734693877551,0,0.142857142857143,0,0,0,1
"1623","unity-x.nl",1,1,201,1,1,0,0,0,0,0,1
"1624","unobv.com",1,1,70,1,0.671428571428571,0.957142857142857,0,0,0,0,1
"1625","upc.nl",95,96,7461,0.991958182549256,0,0,0,0,0,0,0
"1626","uqobo.com",1,1,212,1,0,0,0,1,1,0,0
"1627","usem.tk",1,1,2,1,1,0,0,1,0,0,0
"1628","usenet.net",1,1,205,1,0,0,0,0,0,1,0
"1629","usenetlink.com",1,1,10,1,0,0,0,1,0,0,0
"1630","user.ml",1,1,30,1,1,0,0,1,0,0,0
"1631","utelisys.net",1,1,86,1,1,0,0,0,0,0,1
"1632","utwente.nl",74,74,3327,1,0,0,0,0,0,0,0
"1633","uva.nl",7,7,47,1,0,0,0,0,0,0,0
"1634","v8or.nl",1,1,205,1,0,0,0,0,0,1,0
"1635","vaccinatiecentrum.nl",2,3,536,0.76865671641791,0.873134328358209,0.126865671641791,0,0,0,0,1
"1636","vaikus.eu",1,1,52,1,0,0,0,1,1,0,0
"1637","valadis.nl",1,1,4,1,1,0,1,0,0,0,1
"1638","valedu.ru",1,1,99,1,0,1,1,0,0,0,1
"1639","valk.nl",2,2,183,1,0.989071038251366,0,1,1,1,0,0
"1640","vanas.nl",1,1,29,1,1,0,1,1,1,0,0
"1641","vanbonbv.nl",1,1,206,1,0.902912621359223,0.0970873786407767,0,0,0,0,1
"1642","vandal-ict.nl",1,1,41,1,0.731707317073171,0.268292682926829,0,0,0,0,1
"1643","vandemheen.nl",1,1,198,1,0.934343434343434,0.0656565656565657,0,0,0,0,1
"1644","vandeurzen.info",1,1,107,1,0.953271028037383,0.0467289719626168,0,0,0,0,1
"1645","vandijkfood.nl",1,1,1,1,0,0,1,0,0,0,1
"1646","vandogdrill.net",3,3,3,1,1,0,0,1,0,0,0
"1647","vaneert.nl",1,1,193,1,0.896373056994819,0.103626943005181,0,0,0,0,1
"1648","vanekeris.nl",1,1,193,1,0.963730569948187,0.0362694300518135,0,0,0,0,1
"1649","vanessenautomotive.nl",1,1,189,1,0.883597883597884,0.116402116402116,0,0,0,0,1
"1650","vanmilenvanmil.nl",1,1,24,1,0,0,0,0,0,1,0
"1651","vanoersfruit.nl",1,1,112,1,0.223214285714286,0.776785714285714,0,0,0,0,1
"1652","vantill.nl",1,1,204,1,0,0,0,0,0,1,0
"1653","vanwijknieuwegein.nl",1,1,200,1,0.93,0,0,0,0,0.07,0.93
"1654","vargonen.net",3,3,32,1,1,0,0,0,0,0,1
"1655","vbr-turbinepartners.com",1,1,60,1,0.0166666666666667,0,0,0,0,0.983333333333333,0.0166666666666667
"1656","vdberk-assurantien.nl",1,1,81,1,1,0,0,0,0,0,1
"1657","vdda.nl",1,1,4,1,0,0,0,1,1,0,0
"1658","vdhelm.com",1,1,81,1,0,1,0,0,0,0,1
"1659","vdmfoodgroup.nl",1,1,159,1,1,0,0,0,0,0,1
"1660","vdschans.nl",1,1,90,1,1,0,1,0,0,0,1
"1661","vdstap.com",1,1,206,1,0.883495145631068,0.116504854368932,0,0,0,0,1
"1662","vdwaltransport.nl",1,1,195,1,0.943589743589744,0.0564102564102564,0,0,0,0,1
"1663","vdwinkel.nl",1,1,98,1,0.0102040816326531,0,1,1,0,0,0
"1664","vechtsebanen.nl",1,1,202,1,0.856435643564356,0.143564356435644,0,0,0,0,1
"1665","vectorclass.net",2,2,307,1,0,0,0,0,0,1,0
"1666","veiligkantoor.com",1,1,203,1,1,0,0,0,0,0,1
"1667","veld.nl",1,1,188,1,1,0,0,0,0,0,1
"1668","vellance.com",1,1,69,1,0,0,0,1,0,0,0
"1669","veluweip.nl",1,1,202,1,1,0,0,1,0,0,0
"1670","vendit.nl",1,1,203,1,1,0,1,0,0,0,1
"1671","vepv.nl",1,1,125,1,0.864,0.136,0,0,0,0,1
"1672","verbeekprojects.nl",1,1,188,1,1,0,0,0,0,0,1
"1673","verbij.nl",1,1,4,1,1,0,0,1,0,0,0
"1674","verelox.net",1,1,4,1,0,1,0,0,0,0,1
"1675","verhaak.nl",1,1,201,1,1,0,0,1,0,0,0
"1676","verhoevenbv.nl",1,1,187,1,1,0,0,0,0,0,1
"1677","verifiedgoals.com",1,2,2,0.5,1,0,0,0,0,0,1
"1678","veritek.eu",1,1,26,1,0.846153846153846,0,0,1,0,0,0
"1679","verkooptool.site",1,1,4,1,1,0,0,1,0,0,0
"1680","versatel.net",125,125,14119,1,0,0,0,0,0,0,0
"1681","versatel.nl",5919,5919,71779,1,0,0,0,0,0,0,0
"1682","versnel.nl",1,1,61,1,1,0,1,0,0,0,1
"1683","vertasolutions.nl",1,3,458,0.417030567685589,0.74235807860262,0,0,0,0,0.25764192139738,0.74235807860262
"1684","vertixo.com",1,1,206,1,0.922330097087379,0.0776699029126214,0,0,0,0,1
"1685","vgib.nl",1,1,25,1,1,0,0,0,0,0,1
"1686","vianetworks.nl",1,1,36,1,1,0,0,0,0,0,1
"1687","vibubv.nl",1,1,195,1,0.938461538461538,0.0615384615384615,0,0,0,0,1
"1688","vicair.com",1,1,139,1,0.971223021582734,0.0287769784172662,0,0,0,0,1
"1689","videobutler.nl",1,1,32,1,1,0,0,0,0,0,1
"1690","vierhout-metaal.nl",1,1,188,1,1,0,0,0,0,0,1
"1691","vinkelst.nl",1,1,44,1,0.681818181818182,0.318181818181818,0,0,0,0,1
"1692","virtiso.nl",1,1,205,1,0,0,0,1,0,0,0
"1693","virtu.nl",98,98,17034,1,0,0,0,0,0,0,0
"1694","virtualbuilding.nl",1,1,150,1,0,0,0,0,0,1,0
"1695","virtualcenter.nl",1,1,29,1,1,0,0,0,0,0,1
"1696","visafslaglauwersoog.com",1,1,179,1,1,0.00558659217877095,0,0,0,0,1
"1697","visitid.nl",1,1,2,1,0.5,0.5,0,0,0,0,1
"1698","vissersadviesgroep.nl",1,1,99,1,0.828282828282828,0.171717171717172,0,0,0,0,1
"1699","vitals.nl",1,1,157,1,0.872611464968153,0.127388535031847,0,0,0,0,1
"1700","vivente.nu",1,1,200,1,1,0,0,0,0,0,1
"1701","vivisol.nl",1,1,202,1,0,0,0,0,0,1,0
"1702","vliebo.nl",1,1,189,1,0.925925925925926,0.0740740740740741,0,0,0,0,1
"1703","vmanen.com",1,1,202,1,0.905940594059406,0.0940594059405941,0,0,0,0,1
"1704","vny.in",1,1,1,1,0,0,0,0,0,1,0
"1705","vodafone.nl",2,2,408,1,0.894607843137255,0.110294117647059,0,0,0,0,1
"1706","voip.ua",2,2,409,1,1,0,0,0,0,0,1
"1707","voiped.eu",1,1,11,1,1,0,0,0,0,0,1
"1708","voltman.nl",1,1,159,1,0.817610062893082,0.182389937106918,0,0,0,0,1
"1709","voosten.com",1,1,67,1,0.970149253731343,0,0,0,0,0.0298507462686567,0.970149253731343
"1710","vosbelastingadvies.nl",1,1,209,1,0.942583732057416,0.0574162679425837,0,0,0,0,1
"1711","vosbouw-assen.nl",1,1,211,1,0.966824644549763,0.033175355450237,0,0,0,0,1
"1712","vosijzerhandel.nl",1,1,200,1,1,0,0,0,0,0,1
"1713","voulonaccountants.nl",1,1,194,1,1,0,0,0,0,0,1
"1714","vpnxs.nl",1,1,30,1,1,0,0,1,0,0,0
"1715","vps-private.net",1,1,62,1,1,0,0,0,0,0,1
"1716","vpsprovider",1,1,5,1,0,0,0,0,0,1,0
"1717","vqbn.com",4,4,784,1,0,0.998724489795918,0,0,0,0,0.998724489795918
"1718","vrc.net",1,3,396,0.542929292929293,0.00505050505050505,0,0,0,0,0.994949494949495,0.00505050505050505
"1719","vsbill.net",1,1,7,1,1,0,0,1,0,0,0
"1720","vu.nl",3,3,579,1,1,0,0,0,0,0,1
"1721","vultr.com",94,102,2472,0.956310679611651,0,0,0,0,0,0,0
"1722","vusam.com",2,2,234,1,0,0,0,0,0,0.995726495726496,0
"1723","vuurwerk.net",22,22,3256,1,0.994471744471744,0,0,0,0,0,1
"1724","vuurwerk.nl",15,15,2028,1,0,0,0,0,0,0,0
"1725","vvebelang.nl",1,1,163,1,1,0,0,0,0,0,1
"1726","vvvzeeland.nl",1,1,23,1,0.521739130434783,0.478260869565217,0,0,0,0,1
"1727","vzt.nl",1,1,12,1,1,0,0,0,0,0,1
"1728","w3media.nl",1,1,152,1,0.00657894736842105,0,0,0,0,0.993421052631579,0.00657894736842105
"1729","wagenaar.nu",1,2,210,1,0.90952380952381,0.0904761904761905,0,0,0,0,1
"1730","wanbound.com",1,1,6,1,0.166666666666667,0,1,0,0,0,1
"1731","wangzi.ml",1,1,108,1,0,0,0,1,1,0,0
"1732","warmtebouw.nl",1,1,207,1,1,0,0,1,0,0,0
"1733","wea-mh.nl",1,1,196,1,0.00510204081632653,0,0.974489795918367,0,0,0.0255102040816327,0.974489795918367
"1734","webazilla.com",9,9,1116,1,0,0,0,0,0,0,0
"1735","webcrowd.net",2,2,77,1,0,0,0,1,1,0,0
"1736","webfaction.com",2,2,316,1,0.996835443037975,0,0,0,0,0,0.996835443037975
"1737","webglue.net",1,1,2,1,1,0,0,0,0,0,1
"1738","webh.eu",1,1,20,1,0,0,0,1,1,0,0
"1739","webhostplus.nl",1,1,4,1,0,0,0,1,1,0,0
"1740","webmedia-ede.nl",1,1,1,1,0,0,0,0,0,1,0
"1741","webparking.nl",1,1,206,1,0.883495145631068,0.116504854368932,0,0,0,0,1
"1742","webscanners.net",1,1,1,1,0,0,0,0,0,1,0
"1743","websitebeheerjd.nl",1,1,192,1,0,0.00520833333333333,0,0,0,0.994791666666667,0.00520833333333333
"1744","webtram.ru",1,1,212,1,0,0,0,1,1,0,0
"1745","webwerkers.nl",1,1,155,1,0,0,0,0,0,1,0
"1746","webxtra.net",2,2,193,1,0,0,0,0,0,1,0
"1747","webzilla.com",2,2,331,1,0,0,0,0,0,0,0
"1748","weever.nl",1,2,342,0.614035087719298,0,0,0,1,0,0,0
"1749","welderen.nl",1,1,204,1,1,0,0,0,0,0,1
"1750","wellinga.nl",1,1,138,1,1,0,0,0,0,0,1
"1751","werbri.com",1,1,131,1,0.900763358778626,0.099236641221374,0,0,0,0,1
"1752","weritech.net",1,4,450,0.488888888888889,0.957777777777778,0.0422222222222222,0,0,0,0,1
"1753","werktuigenbouwdienst.nl",1,1,203,1,1,0,0,0,0,0,1
"1754","weserve.nl",1,348,36636,0.00625068238890709,0.771645376132766,0.0422535211267606,0.0149852603996069,0.28589365651272,0.0177421115842341,0.00723332241511082,0.706873021072169
"1755","weservit.nl",1,1,147,1,1,0,0,1,0,0,0
"1756","westnederland.eu",1,1,112,1,0.991071428571429,0.00892857142857143,0,0,0,0,1
"1757","wfmatwork.nl",1,1,48,1,0.916666666666667,0.0833333333333333,0,0,0,0,1
"1758","whatbox.ca",6,6,902,1,0.990022172949002,0,0,0,0,0,0.990022172949002
"1759","white.nl",1,1,205,1,1,0,0,0,0,0,1
"1760","whogohost.com",43,58,159,0.955974842767296,0,0,0.949685534591195,0.974842767295597,0,0,0
"1761","whoopaa.com",1,1,181,1,0,1,0,0,0,0,1
"1762","whst.nl",1,1,1,1,1,0,0,1,0,0,0
"1763","wickedmaster.nl",1,1,143,1,0.993006993006993,0,0,1,0,0,0
"1764","wifi4all.nl",121,121,15499,1,0,0,0,0,0,0,0
"1765","wifitenne.com",1,1,181,1,1,0,0,1,0,0,0
"1766","wijnenbouw.com",1,1,20,1,1,0,0,1,0,0,0
"1767","wijnenbouwgroep.com",1,1,22,1,1,0,0,1,0,0,0
"1768","wijnenbouwgroep.nl",1,1,26,1,1,0,0,1,0,0,0
"1769","wijneninstallaties.com",1,1,33,1,1,0,0,1,0,0,0
"1770","willems-ip.nl",1,1,173,1,0.872832369942196,0.127167630057803,0,0,0,0,1
"1771","wimood.nl",1,1,202,1,1,0,0,0,0,0,1
"1772","windhoosnl.nl",3,3,593,1,0.54637436762226,0,0,0,0,0,0
"1773","wiseadvise.net",1,1,204,1,0,1,0,1,0,0,0
"1774","witsandmanagement.nl",1,1,192,1,1,0,0,0,0,0,1
"1775","wittevanmoort.nl",1,1,77,1,0.207792207792208,0.792207792207792,0,0.792207792207792,0,0,0.207792207792208
"1776","wkmcornelisse.com",1,1,126,1,0.761904761904762,0.23015873015873,0,0,0,0.00793650793650794,0.992063492063492
"1777","wldsl.nl",4,4,470,1,0.680851063829787,0,0,0,0,0,0
"1778","wlg.nl",1,1,154,1,1,0,0,1,0,0,0
"1779","wo-e.nl",1,1,115,1,1,0,0,0,0,0,1
"1780","wolffelaar.nl",1,1,191,1,1,0,0,1,1,0,0
"1781","woodenshoes.com",1,1,158,1,0.911392405063291,0.0886075949367089,0,0,0,0,1
"1782","woonvast.nl",1,1,202,1,0.757425742574257,0.242574257425743,0,0,0,0,1
"1783","worktrafficguide.com",5,5,93,1,0.978494623655914,0,0,1,0,0,0
"1784","worldroyal.com",1,1,200,1,0.885,0.115,0,0,0,0,1
"1785","worldstream.nl",1,23,1753,0.128351397604107,0.643468339988591,0.278950370792926,0.278950370792926,0.140330861380491,0.0530519110096977,0.0245293782087849,0.835139760410724
"1786","wsi-models.com",1,1,201,1,0.91044776119403,0.0895522388059701,0,0,0,0,1
"1787","wubbenbauer.nl",1,1,149,1,1,0,0,0,0,0,1
"1788","wulro.nl",1,1,204,1,0,0,0,0,0,1,0
"1789","wwoo.nl",1,1,185,1,0,0,0,1,1,0,0
"1790","wxdsl.nl",384,385,58828,1,0,0,0,0,0,0,0
"1791","xdsl-bb.nl",1,1,194,1,0.93298969072165,0.0670103092783505,0,0,0,0,1
"1792","xenosite.net",12,1418,213835,0.0106296911169827,0.866714990530082,0,0,0,0,0,0.96785371898894
"1793","xentronix.nl",1,3,618,0.36084142394822,0,0.668284789644013,0,0.668284789644013,0,0.331715210355987,0
"1794","xertog.nl",57,57,9331,1,0,0,0,0,0,0,0
"1795","xillion.nl",1,1,19,1,1,0,0,0,0,0,1
"1796","xitens.net",1,1,154,1,0,0,0,0,0,1,0
"1797","xlshosting.net",2,2,376,1,0,0,0,1,1,0,0
"1798","xofferforu.com",1,1,3,1,0,1,1,0,0,0,1
"1799","xoria.net",3,3,313,1,0,0,0,1,1,0,0
"1800","xs4all.net",10,10,2012,1,1,0,0,1,0,0,0
"1801","xs4all.nl",1895,1907,90049,0.995902231007563,0,0,0,0,0,0,0
"1802","xsdsl.net",40,40,6319,1,0.900300680487419,0,0,0,0,0,0
"1803","xsyou.nl",2,2,211,1,0.995260663507109,0,0,1,0,0,0
"1804","xxlnet.nl",3,15,2079,0.167869167869168,0.94035594035594,0,0,0,0,0,0
"1805","yavuzselim.net",1,1,198,1,0,0,0,1,1,0,0
"1806","yisp.nl",1,1,7,1,0,0,0.142857142857143,0,0,0.857142857142857,0.142857142857143
"1807","ykoon.net",1,1,207,1,0,0.00483091787439614,0,0,0,0.995169082125604,0.00483091787439614
"1808","yor-game.nl",2,7,358,0.511173184357542,0.986033519553073,0,0,0,0,0,0.986033519553073
"1809","youload.de",1,1,7,1,0,0,0,0,0,1,0
"1810","younitymedia.nl",1,1,203,1,0.921182266009852,0.0738916256157636,0,0,0,0.00492610837438424,0.995073891625616
"1811","yourfix.nl",1,1,208,1,0.884615384615385,0,0,1,0,0,0
"1812","zaam-accountants.nl",1,1,210,1,0,0,0,0,0,1,0
"1813","zarabotaj-online.com",1,1,3,1,1,0,0,1,0,0,0
"1814","zarrinserver.com",1,6,172,0.627906976744186,0.593023255813954,0.406976744186047,0.406976744186047,0.593023255813954,0,0,0.406976744186047
"1815","zayo.com",2,2,419,1,0,0.501193317422434,0,0,0,0,0
"1816","zeelandnet.nl",362,366,35488,0.988897655545537,0,0,0,0,0,0,0
"1817","zenguard.co",1,1,57,1,0,0,0,1,1,0,0
"1818","zenopx.nl",1,1,1,1,1,0,0,0,0,0,1
"1819","zer0sec.xyz",1,1,31,1,1,0,0,0,0,0,1
"1820","zerospace.nl",4,4,150,1,0.92,0,0,0,0,0,1
"1821","zeus.pm",9,9,1595,1,0,0,0,1,1,0,0
"1822","ziggo.nl",2638,2661,245564,0.990682673356029,0,0,0,0,0,0,0
"1823","ziggozakelijk.nl",2330,2336,282611,0.999762925009996,0,0,0,0,0,0,0
"1824","zoggelbetonwerken.local",1,1,39,1,0.897435897435897,0.102564102564103,0,0,0,0,1
"1825","zoranet.nl",1,1,199,1,0.0301507537688442,0.969849246231156,0,0,0,0,1
"1826","zorggroepmaasenwaal.nl",1,1,11,1,1,0,0,0,0,0,1
"1827","zorgring.nl",1,1,205,1,0.863414634146341,0.136585365853659,0,0,0,0,1
"1828","zozze.biz",1,1,208,1,0,0,0,1,1,0,0
"1829","ztomy.com",2,2,134,1,0.67910447761194,0,0,1,0,0,0
"1830","zwaard.nl",1,1,202,1,0.881188118811881,0.118811881188119,0,0,0,0,1
"1831","zylon.net",1,1,160,1,0,0,0,0,0,1,0
